Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region,Performance_Score_Ordinal,Tenure_Years,Join_Year,Join_Month,Join_Quarter
EMP1153,Grace,Williams,,DevOps-Nevada,Active,2024-12-18,79041.92,grace.williams@example.com,-6668459089,Average,True,DevOps,Nevada,2,0.030116358658453114,2024,12,4
EMP1154,Heidi,Jones,,Finance-California,Active,2023-11-14,75937.1,heidi.jones@example.com,-2259999662,Excellent,True,Finance,California,4,1.1252566735112937,2023,11,4
EMP1155,David,Johnson,35.0,Cloud Tech-Nevada,Inactive,2023-01-20,113118.73,david.johnson@example.com,-6186371596,Average,False,Cloud Tech,Nevada,2,1.9411362080766599,2023,1,1
EMP1156,Alice,Davis,40.0,HR-New York,Active,2024-10-02,107693.38,alice.davis@example.com,-4121820969,Average,True,HR,New York,2,0.24093086926762491,2024,10,4
EMP1157,David,Johnson,,Cloud Tech-Texas,Inactive,2021-05-13,119217.46,david.johnson@example.com,-2316433480,Poor,False,Cloud Tech,Texas,1,3.6303901437371664,2021,5,2
EMP1158,David,Smith,25.0,Sales-New York,Pending,2021-03-18,106913.71,david.smith@example.com,-7058025661,Average,False,Sales,New York,2,3.783709787816564,2021,3,1
EMP1159,Charlie,Brown,,Cloud Tech-California,Active,2020-09-23,87815.08,charlie.brown@example.com,-1286716322,Average,True,Cloud Tech,California,2,4.265571526351814,2020,9,3
EMP1160,Bob,Davis,25.0,Admin-Texas,Inactive,2024-06-05,105190.21,bob.davis@example.com,-4672994937,Good,True,Admin,Texas,3,0.5667351129363449,2024,6,2
EMP1161,Alice,Smith,30.0,HR-Texas,Active,2024-02-28,79467.24,alice.smith@example.com,-7430271692,Poor,False,HR,Texas,1,0.8350444900752909,2024,2,1
EMP1162,Bob,Garcia,40.0,Finance-California,Pending,2023-04-30,57633.78,bob.garcia@example.com,-8597779013,Poor,True,Finance,California,1,1.6673511293634498,2023,4,2
EMP1163,Alice,Brown,,HR-Florida,Pending,2020-03-04,54257.78,alice.brown@example.com,-7546926328,Poor,True,HR,Florida,1,4.82135523613963,2020,3,1
EMP1164,Grace,Johnson,40.0,DevOps-Texas,Inactive,2023-12-29,113679.06,grace.johnson@example.com,-6762916031,Poor,True,DevOps,Texas,1,1.002053388090349,2023,12,4
EMP1165,Bob,Smith,35.0,Sales-New York,Active,2020-09-15,69251.12,bob.smith@example.com,-4841376814,Poor,True,Sales,New York,1,4.287474332648871,2020,9,3
EMP1166,Frank,Garcia,40.0,Sales-Illinois,Inactive,2022-07-18,85388.58,frank.garcia@example.com,-1185672437,Poor,True,Sales,Illinois,1,2.4503764544832305,2022,7,3
EMP1167,Bob,Davis,,DevOps-New York,Inactive,2022-07-13,112166.37,bob.davis@example.com,-701765635,Excellent,False,DevOps,New York,4,2.4640657084188913,2022,7,3
EMP1168,Heidi,Davis,40.0,Finance-Nevada,Active,2021-10-02,79873.48,heidi.davis@example.com,-41257770,Average,False,Finance,Nevada,2,3.241615331964408,2021,10,4
EMP1169,Frank,Miller,30.0,DevOps-Florida,Active,2020-07-05,108224.03,frank.miller@example.com,-1837274219,Poor,True,DevOps,Florida,1,4.484599589322382,2020,7,3
EMP1170,Bob,Garcia,35.0,Admin-Illinois,Active,2023-04-16,116963.72,bob.garcia@example.com,-9124186209,Average,True,Admin,Illinois,2,1.7056810403832992,2023,4,2
EMP1171,Bob,Jones,40.0,HR-Nevada,Inactive,2024-11-12,114109.06,bob.jones@example.com,-4275230836,Average,True,HR,Nevada,2,0.12867898699520877,2024,11,4
EMP1172,Eva,Williams,,HR-California,Active,2023-03-29,85518.88,eva.williams@example.com,-816470899,Excellent,False,HR,California,4,1.754962354551677,2023,3,1
EMP1173,Heidi,Brown,30.0,Cloud Tech-California,Pending,2022-01-22,58041.97,heidi.brown@example.com,-6335331059,Poor,True,Cloud Tech,California,1,2.9349760438056127,2022,1,1
EMP1174,David,Garcia,40.0,Sales-Illinois,Pending,2023-10-14,94988.94,david.garcia@example.com,-531312205,Good,False,Sales,Illinois,3,1.2101300479123889,2023,10,4
EMP1175,Eva,Miller,25.0,Admin-California,Pending,2024-04-10,71628.93,eva.miller@example.com,-8155839385,Excellent,False,Admin,California,4,0.7200547570157426,2024,4,2
EMP1176,Alice,Williams,30.0,Admin-Illinois,Pending,2022-03-31,54870.98,alice.williams@example.com,-6133155205,Good,False,Admin,Illinois,3,2.74880219028063,2022,3,1
EMP1177,Alice,Williams,25.0,DevOps-Illinois,Active,2022-02-09,79388.27,alice.williams@example.com,-5063731494,Average,True,DevOps,Illinois,2,2.8856947296372346,2022,2,1
EMP1178,Frank,Smith,35.0,DevOps-California,Pending,2023-05-06,55946.99,frank.smith@example.com,-136497188,Average,False,DevOps,California,2,1.6509240246406571,2023,5,2
EMP1179,Charlie,Williams,,Cloud Tech-Nevada,Active,2021-07-11,81017.91,charlie.williams@example.com,-2419562524,Excellent,True,Cloud Tech,Nevada,4,3.468856947296372,2021,7,3
EMP1180,Heidi,Jones,40.0,HR-New York,Pending,2020-08-21,74162.1,heidi.jones@example.com,-7150997682,Excellent,False,HR,New York,4,4.355920602327173,2020,8,3
EMP1181,Heidi,Davis,,DevOps-California,Active,2021-03-27,77668.44,heidi.davis@example.com,-8903091435,Good,True,DevOps,California,3,3.759069130732375,2021,3,1
EMP1182,Alice,Miller,30.0,HR-New York,Active,2024-04-14,67886.37,alice.miller@example.com,-3910257431,Poor,False,HR,New York,1,0.7091033538672142,2024,4,2
EMP1183,Alice,Williams,40.0,DevOps-Florida,Active,2020-09-21,76614.52,alice.williams@example.com,-6303975244,Good,True,DevOps,Florida,3,4.271047227926078,2020,9,3
EMP1184,Frank,Smith,25.0,Finance-Nevada,Active,2022-06-12,51311.91,frank.smith@example.com,-864035532,Excellent,False,Finance,Nevada,4,2.5489390828199863,2022,6,2
EMP1185,Frank,Jones,,Finance-Illinois,Inactive,2023-12-24,94809.92,frank.jones@example.com,-8033968526,Good,True,Finance,Illinois,3,1.0157426420260096,2023,12,4
EMP1186,Grace,Johnson,25.0,HR-New York,Pending,2022-07-31,108241.81,grace.johnson@example.com,-171302320,Excellent,True,HR,New York,4,2.414784394250513,2022,7,3
EMP1187,Bob,Davis,40.0,Cloud Tech-New York,Inactive,2023-04-21,78031.49,bob.davis@example.com,-2983381673,Good,True,Cloud Tech,New York,3,1.6919917864476386,2023,4,2
EMP1188,Eva,Davis,35.0,Admin-California,Active,2020-06-05,85733.83,eva.davis@example.com,-2336293448,Excellent,True,Admin,California,4,4.566735112936345,2020,6,2
EMP1189,David,Miller,35.0,HR-Nevada,Pending,2024-07-27,60338.29,david.miller@example.com,-7347156626,Excellent,False,HR,Nevada,4,0.4243668720054757,2024,7,3
EMP1190,Eva,Davis,30.0,Admin-Illinois,Active,2024-04-05,103140.67,eva.davis@example.com,-7689627065,Excellent,False,Admin,Illinois,4,0.7337440109514032,2024,4,2
EMP1191,Heidi,Williams,40.0,Sales-Illinois,Inactive,2023-10-26,114690.8,heidi.williams@example.com,-1498282466,Poor,True,Sales,Illinois,1,1.1772758384668036,2023,10,4
EMP1192,Frank,Smith,35.0,Admin-Florida,Active,2022-08-18,80954.56,frank.smith@example.com,-4746897151,Good,False,Admin,Florida,3,2.3655030800821355,2022,8,3
EMP1193,Eva,Davis,,Cloud Tech-California,Pending,2020-05-31,71728.55,eva.davis@example.com,-7323008575,Good,True,Cloud Tech,California,3,4.5804243668720055,2020,5,2
EMP1194,Alice,Davis,35.0,HR-Texas,Pending,2024-11-04,118415.8,alice.davis@example.com,-6656749159,Good,True,HR,Texas,3,0.15058179329226556,2024,11,4
EMP1195,Grace,Johnson,40.0,Sales-Illinois,Pending,2020-03-25,81481.36,grace.johnson@example.com,-1692364586,Excellent,False,Sales,Illinois,4,4.763860369609857,2020,3,1
EMP1196,David,Johnson,35.0,Sales-Florida,Pending,2020-11-04,117040.57,david.johnson@example.com,-5066337049,Good,True,Sales,Florida,3,4.1505817932922655,2020,11,4
EMP1197,Frank,Brown,25.0,Sales-Nevada,Active,2020-03-21,67342.06,frank.brown@example.com,-2497243991,Good,True,Sales,Nevada,3,4.774811772758385,2020,3,1
EMP1198,Heidi,Jones,,Sales-Illinois,Active,2022-01-15,76099.64,heidi.jones@example.com,-116691835,Excellent,False,Sales,Illinois,4,2.954140999315537,2022,1,1
EMP1199,Grace,Williams,35.0,DevOps-Illinois,Active,2024-06-04,94162.06,grace.williams@example.com,-2644886945,Average,True,DevOps,Illinois,2,0.5694729637234771,2024,6,2
EMP1200,Frank,Davis,25.0,Sales-Nevada,Inactive,2021-08-04,67639.7,frank.davis@example.com,-1195243639,Excellent,True,Sales,Nevada,4,3.403148528405202,2021,8,3
EMP1201,Charlie,Garcia,35.0,Cloud Tech-Illinois,Pending,2020-10-16,114172.25,charlie.garcia@example.com,-2701168645,Good,True,Cloud Tech,Illinois,3,4.202600958247776,2020,10,4
EMP1202,Grace,Davis,30.0,Sales-Nevada,Active,2021-09-26,89124.54,grace.davis@example.com,-2252237280,Excellent,True,Sales,Nevada,4,3.2580424366872007,2021,9,3
EMP1203,Frank,Smith,30.0,DevOps-Nevada,Pending,2023-11-04,113871.36,frank.smith@example.com,-7932302345,Average,False,DevOps,Nevada,2,1.1526351813826146,2023,11,4
EMP1204,Grace,Brown,,HR-Texas,Inactive,2021-09-24,62618.4,grace.brown@example.com,-7912141613,Excellent,False,HR,Texas,4,3.263518138261465,2021,9,3
EMP1205,Heidi,Jones,30.0,Admin-New York,Active,2020-06-07,70705.45,heidi.jones@example.com,-1509377099,Good,False,Admin,New York,3,4.561259411362081,2020,6,2
EMP1206,Alice,Garcia,35.0,Sales-New York,Pending,2022-02-10,60797.69,alice.garcia@example.com,-4090138068,Average,True,Sales,New York,2,2.8829568788501025,2022,2,1
EMP1207,Charlie,Brown,40.0,Cloud Tech-Florida,Inactive,2023-10-17,100371.0,charlie.brown@example.com,-8477596554,Poor,True,Cloud Tech,Florida,1,1.2019164955509924,2023,10,4
EMP1208,Eva,Miller,40.0,Admin-Illinois,Active,2021-09-25,117591.76,eva.miller@example.com,-5356690550,Good,False,Admin,Illinois,3,3.260780287474333,2021,9,3
EMP1209,David,Jones,35.0,DevOps-Illinois,Inactive,2022-08-03,103860.7,david.jones@example.com,-762091842,Average,True,DevOps,Illinois,2,2.406570841889117,2022,8,3
EMP1210,Grace,Davis,30.0,Admin-Illinois,Active,2024-11-22,67500.22,grace.davis@example.com,-5797863049,Average,True,Admin,Illinois,2,0.10130047912388775,2024,11,4
EMP1211,Frank,Davis,,Cloud Tech-Nevada,Pending,2024-10-09,58727.44,frank.davis@example.com,-5057397690,Poor,True,Cloud Tech,Nevada,1,0.22176591375770022,2024,10,4
EMP1212,Charlie,Jones,35.0,Finance-Illinois,Active,2024-08-28,80623.08,charlie.jones@example.com,-5671649327,Excellent,True,Finance,Illinois,4,0.33675564681724846,2024,8,3
EMP1213,David,Davis,40.0,HR-Texas,Inactive,2020-04-19,77751.78,david.davis@example.com,-9802714871,Excellent,False,HR,Texas,4,4.695414099931554,2020,4,2
EMP1214,Grace,Williams,25.0,HR-New York,Active,2021-10-14,115157.81,grace.williams@example.com,-7178333210,Good,False,HR,New York,3,3.2087611225188226,2021,10,4
EMP1215,Frank,Jones,30.0,Admin-Texas,Inactive,2024-08-26,83071.85,frank.jones@example.com,-6025643470,Poor,False,Admin,Texas,1,0.34223134839151265,2024,8,3
EMP1216,Heidi,Brown,40.0,Sales-Texas,Active,2020-02-08,67914.67,heidi.brown@example.com,-2871539914,Excellent,True,Sales,Texas,4,4.889801505817933,2020,2,1
EMP1217,Grace,Jones,25.0,HR-New York,Inactive,2020-09-06,53342.46,grace.jones@example.com,-6686334140,Poor,False,HR,New York,1,4.312114989733059,2020,9,3
EMP1218,Heidi,Garcia,25.0,Cloud Tech-Florida,Pending,2023-01-02,51150.47,heidi.garcia@example.com,-1159319524,Excellent,False,Cloud Tech,Florida,4,1.9904175222450375,2023,1,1
EMP1219,David,Davis,30.0,HR-Florida,Active,2023-06-13,74697.12,david.davis@example.com,-6904098365,Average,True,HR,Florida,2,1.5468856947296372,2023,6,2
EMP1220,Charlie,Williams,25.0,Sales-California,Active,2022-12-13,88085.74,charlie.williams@example.com,-5528993159,Excellent,True,Sales,California,4,2.0451745379876796,2022,12,4
EMP1221,Alice,Williams,40.0,Finance-Texas,Pending,2022-03-03,118672.76,alice.williams@example.com,-8752437728,Poor,False,Finance,Texas,1,2.8254620123203287,2022,3,1
EMP1222,Alice,Miller,35.0,Cloud Tech-California,Active,2024-02-10,95997.31,alice.miller@example.com,-4209548148,Average,False,Cloud Tech,California,2,0.8843258042436687,2024,2,1
EMP1223,Frank,Brown,30.0,Cloud Tech-California,Pending,2021-11-24,106945.62,frank.brown@example.com,-7374605232,Average,False,Cloud Tech,California,2,3.0965092402464065,2021,11,4
EMP1224,Heidi,Johnson,40.0,DevOps-New York,Active,2020-05-09,100123.15,heidi.johnson@example.com,-276420864,Average,False,DevOps,New York,2,4.640657084188912,2020,5,2
EMP1225,Alice,Johnson,35.0,Admin-Texas,Active,2024-12-19,52933.42,alice.johnson@example.com,-6756618442,Poor,True,Admin,Texas,1,0.02737850787132101,2024,12,4
EMP1226,Grace,Jones,,Finance-California,Active,2024-03-22,95283.03,grace.jones@example.com,-8612590471,Good,False,Finance,California,3,0.7720739219712526,2024,3,1
EMP1227,Alice,Miller,35.0,HR-Texas,Inactive,2022-06-13,112264.06,alice.miller@example.com,-9277423329,Good,False,HR,Texas,3,2.546201232032854,2022,6,2
EMP1228,Grace,Smith,35.0,Admin-Florida,Pending,2022-10-15,75714.28,grace.smith@example.com,-5912662014,Good,True,Admin,Florida,3,2.206707734428474,2022,10,4
EMP1229,Eva,Jones,25.0,DevOps-Florida,Active,2022-05-31,92171.73,eva.jones@example.com,-7201859625,Poor,False,DevOps,Florida,1,2.5817932922655715,2022,5,2
EMP1230,Eva,Miller,35.0,Cloud Tech-Texas,Inactive,2023-09-15,70694.8,eva.miller@example.com,-3013674925,Average,True,Cloud Tech,Texas,2,1.2895277207392197,2023,9,3
EMP1231,Grace,Brown,30.0,DevOps-Florida,Inactive,2022-07-04,52964.86,grace.brown@example.com,-1764750110,Good,True,DevOps,Florida,3,2.48870636550308,2022,7,3
EMP1232,Frank,Brown,,Finance-California,Pending,2024-06-08,116353.31,frank.brown@example.com,-1783099973,Poor,True,Finance,California,1,0.5585215605749486,2024,6,2
EMP1233,Grace,Brown,35.0,Sales-Nevada,Pending,2020-11-23,116695.26,grace.brown@example.com,-1926764920,Good,False,Sales,Nevada,3,4.098562628336755,2020,11,4
EMP1234,Heidi,Brown,25.0,Admin-Texas,Active,2024-05-13,95161.4,heidi.brown@example.com,-5182606887,Excellent,False,Admin,Texas,4,0.6297056810403833,2024,5,2
EMP1235,Alice,Brown,,Admin-Nevada,Inactive,2022-01-29,76040.94,alice.brown@example.com,-7189813128,Good,True,Admin,Nevada,3,2.915811088295688,2022,1,1
EMP1236,Charlie,Miller,,HR-Florida,Inactive,2023-08-23,69508.28,charlie.miller@example.com,-2087510292,Good,False,HR,Florida,3,1.352498288843258,2023,8,3
EMP1237,Alice,Miller,30.0,Finance-Illinois,Inactive,2023-02-24,58243.27,alice.miller@example.com,-2184011844,Average,False,Finance,Illinois,2,1.8453114305270362,2023,2,1
EMP1238,Heidi,Williams,30.0,Sales-California,Pending,2022-10-02,64012.48,heidi.williams@example.com,-8260340847,Poor,True,Sales,California,1,2.242299794661191,2022,10,4
EMP1239,Bob,Garcia,40.0,Admin-Nevada,Inactive,2020-06-28,106735.93,bob.garcia@example.com,-7297585987,Average,True,Admin,Nevada,2,4.503764544832307,2020,6,2
EMP1240,Frank,Johnson,35.0,DevOps-Texas,Pending,2023-01-15,70325.36,frank.johnson@example.com,-3103032431,Average,False,DevOps,Texas,2,1.9548254620123204,2023,1,1
EMP1241,Charlie,Davis,30.0,HR-Illinois,Active,2020-09-05,118959.28,charlie.davis@example.com,-9839542960,Average,True,HR,Illinois,2,4.314852840520191,2020,9,3
EMP1242,David,Brown,40.0,Cloud Tech-California,Pending,2023-03-18,75823.78,david.brown@example.com,-8446267145,Average,False,Cloud Tech,California,2,1.78507871321013,2023,3,1
EMP1243,Charlie,Smith,,Cloud Tech-Texas,Inactive,2022-03-26,119971.65,charlie.smith@example.com,-2831435988,Average,False,Cloud Tech,Texas,2,2.7624914442162902,2022,3,1
EMP1244,Grace,Davis,40.0,Sales-Texas,Active,2021-10-11,94963.7,grace.davis@example.com,-2625660930,Good,False,Sales,Texas,3,3.216974674880219,2021,10,4
EMP1245,Frank,Miller,30.0,Sales-Nevada,Pending,2021-01-07,103744.71,frank.miller@example.com,-4181861514,Average,False,Sales,Nevada,2,3.975359342915811,2021,1,1
EMP1246,Alice,Smith,25.0,Sales-New York,Inactive,2020-12-03,61337.69,alice.smith@example.com,-5423401635,Average,True,Sales,New York,2,4.071184120465435,2020,12,4
EMP1247,David,Smith,35.0,Sales-California,Active,2021-05-28,63741.13,david.smith@example.com,-1128497184,Poor,True,Sales,California,1,3.589322381930185,2021,5,2
EMP1248,Eva,Smith,30.0,DevOps-California,Pending,2022-12-28,56539.99,eva.smith@example.com,-9484910255,Excellent,True,DevOps,California,4,2.004106776180698,2022,12,4
EMP1249,Charlie,Williams,30.0,DevOps-Illinois,Pending,2023-05-24,73633.37,charlie.williams@example.com,-2588967923,Good,True,DevOps,Illinois,3,1.6016427104722792,2023,5,2
EMP1250,Alice,Miller,25.0,Cloud Tech-Texas,Pending,2024-04-28,90373.99,alice.miller@example.com,-822269404,Good,False,Cloud Tech,Texas,3,0.6707734428473648,2024,4,2
EMP1251,Grace,Smith,,DevOps-Texas,Inactive,2024-12-25,93901.48,grace.smith@example.com,-3967275783,Good,False,DevOps,Texas,3,0.010951403148528405,2024,12,4
EMP1252,Eva,Brown,40.0,Admin-Nevada,Inactive,2021-09-01,81748.09,eva.brown@example.com,-4683414650,Average,True,Admin,Nevada,2,3.326488706365503,2021,9,3
EMP1253,Charlie,Jones,40.0,Finance-Florida,Inactive,2021-02-21,73813.48,charlie.jones@example.com,-1131290147,Average,False,Finance,Florida,2,3.8521560574948666,2021,2,1
EMP1254,Frank,Smith,35.0,Finance-New York,Inactive,2022-11-20,89315.59,frank.smith@example.com,-7068277880,Average,False,Finance,New York,2,2.108145106091718,2022,11,4
EMP1255,Heidi,Williams,25.0,HR-Florida,Active,2020-10-15,56776.82,heidi.williams@example.com,-6093068537,Poor,False,HR,Florida,1,4.205338809034908,2020,10,4
EMP1256,Grace,Davis,,Finance-New York,Active,2024-07-24,72920.51,grace.davis@example.com,-9097283214,Excellent,True,Finance,New York,4,0.432580424366872,2024,7,3
EMP1257,Frank,Miller,30.0,Admin-Florida,Pending,2022-08-14,84913.18,frank.miller@example.com,-2850676250,Average,True,Admin,Florida,2,2.3764544832306638,2022,8,3
EMP1258,Alice,Garcia,25.0,Finance-Illinois,Inactive,2021-05-08,65060.11,alice.garcia@example.com,-5381447442,Excellent,True,Finance,Illinois,4,3.6440793976728267,2021,5,2
EMP1259,Alice,Williams,35.0,Finance-Illinois,Pending,2023-10-09,82941.08,alice.williams@example.com,-963480796,Poor,False,Finance,Illinois,1,1.2238193018480492,2023,10,4
EMP1260,Bob,Smith,40.0,Admin-California,Pending,2022-01-19,103469.97,bob.smith@example.com,-509754509,Good,True,Admin,California,3,2.943189596167009,2022,1,1
EMP1261,Grace,Miller,25.0,Sales-Illinois,Active,2022-01-12,88725.6,grace.miller@example.com,-5265016730,Average,True,Sales,Illinois,2,2.9623545516769334,2022,1,1
EMP1262,Heidi,Jones,,HR-Illinois,Pending,2023-06-05,58316.77,heidi.jones@example.com,-8826170242,Excellent,True,HR,Illinois,4,1.568788501026694,2023,6,2
EMP1263,Grace,Smith,35.0,HR-Illinois,Inactive,2024-03-26,60098.72,grace.smith@example.com,-7654562840,Excellent,True,HR,Illinois,4,0.7611225188227242,2024,3,1
EMP1264,Grace,Williams,,Cloud Tech-Texas,Active,2020-10-07,99951.43,grace.williams@example.com,-7722560530,Average,True,Cloud Tech,Texas,2,4.227241615331964,2020,10,4
EMP1265,Heidi,Johnson,30.0,Sales-Illinois,Active,2021-11-02,115195.81,heidi.johnson@example.com,-3402665022,Good,True,Sales,Illinois,3,3.156741957563313,2021,11,4
EMP1266,Grace,Brown,,DevOps-California,Pending,2021-11-19,85512.05,grace.brown@example.com,-7416787255,Good,False,DevOps,California,3,3.1101984941820673,2021,11,4
EMP1267,Heidi,Garcia,,HR-Florida,Active,2022-01-24,73186.77,heidi.garcia@example.com,-8621102257,Good,False,HR,Florida,3,2.9295003422313486,2022,1,1
EMP1268,Grace,Davis,,HR-Nevada,Pending,2023-07-12,51865.3,grace.davis@example.com,-305690673,Poor,True,HR,Nevada,1,1.4674880219028064,2023,7,3
EMP1269,David,Williams,25.0,Sales-Florida,Active,2022-12-09,94031.77,david.williams@example.com,-4716392822,Excellent,True,Sales,Florida,4,2.0561259411362083,2022,12,4
EMP1270,Grace,Miller,30.0,DevOps-New York,Active,2023-03-18,116374.36,grace.miller@example.com,-4143637188,Excellent,False,DevOps,New York,4,1.78507871321013,2023,3,1
EMP1271,Alice,Garcia,40.0,HR-Florida,Active,2022-04-25,98335.02,alice.garcia@example.com,-2392312603,Excellent,False,HR,Florida,4,2.6803559206023273,2022,4,2
EMP1272,Heidi,Garcia,25.0,DevOps-New York,Pending,2021-02-28,89262.07,heidi.garcia@example.com,-3260931065,Poor,True,DevOps,New York,1,3.8329911019849416,2021,2,1
EMP1273,Heidi,Garcia,,Finance-California,Active,2022-07-30,113848.69,heidi.garcia@example.com,-8433567085,Excellent,True,Finance,California,4,2.4175222450376452,2022,7,3
EMP1274,Frank,Smith,35.0,Sales-Florida,Active,2021-05-19,69530.45,frank.smith@example.com,-414545634,Poor,True,Sales,Florida,1,3.6139630390143735,2021,5,2
EMP1275,Eva,Brown,35.0,DevOps-New York,Pending,2023-12-14,84230.22,eva.brown@example.com,-200053473,Good,True,DevOps,New York,3,1.0431211498973305,2023,12,4
EMP1276,Eva,Smith,35.0,Cloud Tech-Illinois,Pending,2023-01-17,76578.59,eva.smith@example.com,-9162475540,Average,False,Cloud Tech,Illinois,2,1.949349760438056,2023,1,1
EMP1277,Frank,Miller,30.0,HR-Texas,Inactive,2024-01-02,55532.06,frank.miller@example.com,-1082555988,Excellent,True,HR,Texas,4,0.9911019849418207,2024,1,1
EMP1278,Eva,Smith,40.0,Admin-New York,Pending,2021-07-09,115311.68,eva.smith@example.com,-5343961128,Excellent,True,Admin,New York,4,3.4743326488706368,2021,7,3
EMP1279,Charlie,Johnson,25.0,Sales-Nevada,Pending,2021-05-05,66972.06,charlie.johnson@example.com,-1093371188,Good,True,Sales,Nevada,3,3.652292950034223,2021,5,2
EMP1280,David,Brown,30.0,Cloud Tech-Texas,Inactive,2021-11-07,100215.06,david.brown@example.com,-5473820235,Average,True,Cloud Tech,Texas,2,3.143052703627652,2021,11,4
EMP1281,Charlie,Brown,25.0,Sales-New York,Inactive,2023-08-30,115452.25,charlie.brown@example.com,-8485571616,Poor,False,Sales,New York,1,1.3333333333333333,2023,8,3
EMP1282,Heidi,Miller,30.0,HR-California,Inactive,2023-08-15,54141.38,heidi.miller@example.com,-6880294239,Average,False,HR,California,2,1.374401095140315,2023,8,3
EMP1283,David,Davis,,DevOps-Nevada,Active,2020-12-24,79251.95,david.davis@example.com,-9036788126,Good,False,DevOps,Nevada,3,4.01368925393566,2020,12,4
EMP1284,Alice,Johnson,40.0,Finance-New York,Pending,2024-11-21,114822.78,alice.johnson@example.com,-8686694319,Good,True,Finance,New York,3,0.10403832991101986,2024,11,4
EMP1285,Alice,Williams,35.0,Sales-Illinois,Active,2021-11-17,69919.32,alice.williams@example.com,-2939087883,Average,True,Sales,Illinois,2,3.1156741957563314,2021,11,4
EMP1286,Heidi,Smith,30.0,Sales-Florida,Inactive,2021-01-29,106616.97,heidi.smith@example.com,-4344812307,Poor,False,Sales,Florida,1,3.915126625598905,2021,1,1
EMP1287,Heidi,Jones,35.0,DevOps-New York,Active,2024-02-17,73597.85,heidi.jones@example.com,-3402424032,Poor,True,DevOps,New York,1,0.865160848733744,2024,2,1
EMP1288,David,Smith,30.0,Sales-Nevada,Inactive,2024-08-20,79939.23,david.smith@example.com,-8105955183,Excellent,True,Sales,Nevada,4,0.3586584531143053,2024,8,3
EMP1289,Grace,Garcia,25.0,Admin-New York,Inactive,2021-10-24,,grace.garcia@example.com,-2694500533,Poor,False,Admin,New York,1,3.1813826146475015,2021,10,4
EMP1290,Grace,Smith,30.0,Finance-California,Inactive,2021-09-10,90772.25,grace.smith@example.com,-2408916497,Average,False,Finance,California,2,3.3018480492813143,2021,9,3
EMP1291,Eva,Williams,35.0,DevOps-New York,Active,2023-09-29,58275.74,eva.williams@example.com,-3735439626,Good,False,DevOps,New York,3,1.2511978097193703,2023,9,3
EMP1292,Grace,Smith,,DevOps-California,Pending,2020-08-28,94709.79,grace.smith@example.com,-3652717271,Excellent,False,DevOps,California,4,4.336755646817249,2020,8,3
EMP1293,Frank,Johnson,,Admin-New York,Active,2022-09-06,60722.99,frank.johnson@example.com,-2397240421,Excellent,True,Admin,New York,4,2.3134839151266258,2022,9,3
EMP1294,Frank,Johnson,40.0,DevOps-Illinois,Inactive,2024-03-31,87626.24,frank.johnson@example.com,-6931216375,Good,True,DevOps,Illinois,3,0.7474332648870636,2024,3,1
EMP1295,David,Brown,30.0,DevOps-Illinois,Active,2022-12-12,81272.36,david.brown@example.com,-1820916600,Poor,False,DevOps,Illinois,1,2.0479123887748116,2022,12,4
EMP1296,Bob,Miller,,Cloud Tech-Texas,Pending,2022-11-01,64150.97,bob.miller@example.com,-23142899,Good,True,Cloud Tech,Texas,3,2.1601642710472277,2022,11,4
EMP1297,Charlie,Davis,35.0,Sales-Florida,Active,2023-10-25,64378.1,charlie.davis@example.com,-1851327971,Poor,False,Sales,Florida,1,1.1800136892539357,2023,10,4
EMP1298,Bob,Jones,,Finance-Texas,Inactive,2020-09-27,85927.35,bob.jones@example.com,-4572308480,Good,False,Finance,Texas,3,4.254620123203286,2020,9,3
EMP1299,Alice,Garcia,,Finance-Nevada,Inactive,2024-01-21,51523.93,alice.garcia@example.com,-18418619,Average,True,Finance,Nevada,2,0.9390828199863107,2024,1,1
EMP1300,Alice,Smith,30.0,Sales-Texas,Active,2022-05-17,74117.02,alice.smith@example.com,-3036625435,Poor,False,Sales,Texas,1,2.620123203285421,2022,5,2
EMP1301,Alice,Smith,25.0,Finance-Texas,Inactive,2022-04-17,62598.69,alice.smith@example.com,-1721314518,Average,True,Finance,Texas,2,2.702258726899384,2022,4,2
EMP1302,Grace,Williams,35.0,Finance-Florida,Inactive,2022-02-08,55617.5,grace.williams@example.com,-5151092267,Excellent,True,Finance,Florida,4,2.8884325804243667,2022,2,1
EMP1303,Charlie,Miller,35.0,Cloud Tech-New York,Pending,2022-03-15,87018.98,charlie.miller@example.com,-5926249450,Good,True,Cloud Tech,New York,3,2.7926078028747434,2022,3,1
EMP1304,David,Johnson,25.0,Cloud Tech-California,Inactive,2023-10-11,100336.58,david.johnson@example.com,-4754102251,Excellent,True,Cloud Tech,California,4,1.218343600273785,2023,10,4
EMP1305,Grace,Jones,30.0,Admin-Florida,Inactive,2020-11-13,69295.48,grace.jones@example.com,-6771196420,Excellent,False,Admin,Florida,4,4.125941136208077,2020,11,4
EMP1306,Bob,Brown,25.0,DevOps-Florida,Pending,2024-04-17,115536.66,bob.brown@example.com,-5226557675,Excellent,True,DevOps,Florida,4,0.7008898015058179,2024,4,2
